Record;EDID;Full - Name
5731014;Recipe_Workshop_FloorDecor_PumpkinCarved09;Plan: Practice Jack O'Lantern
4572306;Recipe_Weapon_Melee_P01E_HeartBouquet;Plan: Pretty Floral Bouquet
4655662;recipe_mod_44_receiver_AntiScorchBeast;Plan: Prime .44 Receiver
4655660;recipe_mod_10mm_receiver_SemiAuto_AntiScorchBeast;Plan: Prime 10mm Receiver
4655661;recipe_mod_10mmsmg_receiver_AntiScorchBeast;Plan: Prime 10mm Submachine Gun Receiver
4655663;recipe_mod_50CalMachineGun_Receiver_AntiScorchBeast;Plan: Prime 50 Cal Machine Gun Receiver
4655665;recipe_mod_assaultrifle_receiver_SemiAuto_AntiScorchBeast;Plan: Prime Assault Rifle Receiver
4655659;recipe_mod_10mm_receiver_Auto_AntiScorchBeast;Plan: Prime Automatic 10mm Receiver
4655664;recipe_mod_assaultrifle_receiver_Auto_AntiScorchBeast;Plan: Prime Automatic Assault Rifle Receiver
4655666;recipe_mod_CombatRifle_Receiver_Auto_AntiScorchBeast;Plan: Prime Automatic Combat  Rifle Receiver
4655678;recipe_mod_HandMadeGun_receiver_Auto_AntiScorchBeast;Plan: Prime Automatic Handmade Rifle Receiver
4655686;recipe_mod_PipeGun_receiver_Auto_AntiScorchBeast;Plan: Prime Automatic Pipe Gun Receiver
4655691;recipe_mod_RadiumRifle_receiver_Auto_AntiScorchBeast;Plan: Prime Automatic Radium Rifle Receiver
4655667;recipe_mod_CombatRifle_Receiver_SemiAuto_AntiScorchBeast;Plan: Prime Combat  Rifle Receiver
4655668;recipe_mod_CombatShotgun_Receiver_AntiScorchBeast;Plan: Prime Combat Shotgun Receiver
4655669;recipe_mod_Crossbow_receiver_AntiScorchBeast;Plan: Prime Crossbow Receiver
4655671;recipe_mod_DoubleBarrelShotgun_receiver_AntiScorchBeast;Plan: Prime Double-Barrel Shotgun Receiver
4655672;recipe_mod_Enclave_PlasmaGun_receiver_AntiScorchBeast;Plan: Prime Enclave Plasma Gun Receiver
4655673;recipe_mod_GatlingGun_receiver_AntiScorchBeast;Plan: Prime Gatling Gun Receiver
4655674;recipe_mod_GatlingLaser_receiver_AntiScorchBeast;Plan: Prime Gatling Laser Receiver
4655675;recipe_mod_GatlingPlasma_Receiver_AntiScorchBeast;Plan: Prime Gatling Plasma Receiver
5911994;W05_recipe_mod_GaussMiniGun_Tesla_AntiScorchBeast_GoldVendor;Plan: Prime Gauss Minigun Capacitor
5907520;W05_recipe_mod_GaussPistol_receiver_AntiScorchBeast_GoldVendor;Plan: Prime Gauss Pistol Receiver
4655676;recipe_mod_GaussRifle_Magazine_AntiScorchBeast;Plan: Prime Gauss Rifle Capacitors
5854735;W05_recipe_mod_GaussShotgun_receiver_AntiScorchBeast_GoldVendor;Plan: Prime Gauss Shotgun Receiver
4655677;recipe_mod_HandMadeGun_receiver_AntiScorchBeast;Plan: Prime Handmade Rifle Receiver
4655679;recipe_mod_HuntingRifle_receiver_AntiScorchBeast;Plan: Prime Hunting Rifle Receiver
4655680;recipe_mod_LaserGun_receiver_AntiScorchBeast;Plan: Prime Laser Gun Receiver
4655681;recipe_mod_LeverGun_Receiver_AntiScorchBeast;Plan: Prime Lever Gun Receiver
4655682;recipe_mod_MG42_receiver_AntiScorchBeast;Plan: Prime Light Machine Gun Receiver
4655683;recipe_mod_Minigun_Barrel_AntiScorchBeast;Plan: Prime Minigun Barrel
4655684;recipe_mod_PipeBoltAction_Receiver_AntiScorchBeast;Plan: Prime Pipe Bolt-Action Receiver
4655685;recipe_mod_PipeGun_receiver_AntiScorchBeast;Plan: Prime Pipe Gun Receiver
4655687;recipe_mod_PipeRevolver_Receiver_AntiScorchBeast;Plan: Prime Pipe Revolver Receiver
5907807;W05_recipe_mod_PlasmaCaster_Receiver_AntiScorchBeast_GoldVendor;Plan: Prime Plasma Caster Capacitor
4655688;recipe_mod_PlasmaGun_receiver_AntiScorchBeast;Plan: Prime Plasma Gun Capacitor
4655689;recipe_mod_PumpActionShotgun_receiver_AntiScorchBeast;Plan: Prime Pump Action Shotgun Receiver
4655690;recipe_mod_RadiumRifle_receiver_AntiScorchBeast;Plan: Prime Radium Rifle Receiver
4655692;recipe_mod_RailwayRifle_receiver_AntiScorchBeast;Plan: Prime Railway Rifle Receiver
4655693;recipe_mod_SingleActionRevolver_Receiver_AntiScorchBeast;Plan: Prime Single Action Revolver Receiver
4655694;recipe_mod_SubMachineGun_receiver_AntiScorchBeast;Plan: Prime Submachine Gun Receiver
4655695;recipe_mod_Ultracite_GatlingLaser_receiver_AntiScorchBeast;Plan: Prime Ultracite Gatling Laser Receiver
4655696;recipe_mod_UltraciteLaserGun_receiver_AntiScorchBeast;Plan: Prime Ultracite Laser Gun Receiver
4655670;recipe_mod_DLC04_Revolver_receiver_AntiScorchBeast;Plan: Prime Western Revolver Receiver
6195560;Recipe_Workshop_Bed_PrincessCastlePink_SleepingBag;Plan: Princess Castle Pink Sleeping Bag
4133394;Recipe_Mod_Camera_SnapMatic_Lens_105mm;Plan: ProSnap Deluxe 105mm Lens
4133395;Recipe_Mod_Camera_SnapMatic_Lens_200mm;Plan: ProSnap Deluxe 200mm Lens
4133396;P01C_Tadpole_Recipe_Mod_Camera_SnapMatic_Lens_NightVision;Plan: ProSnap Deluxe Night-Vision Lens
4133397;Recipe_Mod_Camera_SnapMatic_Lens_Targeting;Plan: ProSnap Deluxe Targeting Lens
4023622;recipe_mod_armor_UnderArmor_BOS_Mk4;Plan: Protective Lining BoS Underarmor
4023624;recipe_mod_armor_UnderArmor_Casual_Mk4;Plan: Protective Lining Casual Underarmor
4023626;recipe_mod_armor_UnderArmor_Marine_Mk4;Plan: Protective Lining Marine Underarmor
4030365;recipe_mod_armor_UnderArmor_Enclave_Mk4;Plan: Protective Lining Operative Underarmor
4023628;recipe_mod_armor_UnderArmor_Raider_Mk4;Plan: Protective Lining Raider Underarmor
6053406;recipe_mod_armor_UnderArmor_SecretService_Mk4;Plan: Protective Lining Secret Service Underarmor
6098699;POST_Recipe_Workshop_MiscStructures_PulowskiShelter;Plan: Pulowski Preservation Shelter
5145844;Recipe_Tinkers_GrenadePulse;Plan: Pulse Grenade
5145843;Recipe_Tinkers_MinePulse;Plan: Pulse Mine
5195625;Recipe_Weapon_Ranged_PumpActionShotgun;Plan: Pump-Action Shotgun
5731017;Recipe_Workshop_FloorDecor_PumpkinRack02;Plan: Pumpkin Rack
2835129;recipe_DLC03_mod_melee_polehook_Multihook;Plan: Puncturing Pole Hook
4410822;Recipe_Workshop_Trap_Radiation;Plan: Radiation Emitter
5819532;Recipe_Workshop_FloorDecor_E05_RadioactiveBarrel;Plan: Radioactive Barrel
5195651;Recipe_Weapon_Ranged_RadiumRifle;Plan: Radium Rifle
5417102;recipe_mod_RadiumRifle_SCOPE_Longscope_NV_Base;Plan: Radium Rifle Long NV Scope
5417103;recipe_mod_RadiumRifle_SCOPE_MediumScope_NV_Base;Plan: Radium Rifle Medium NV Scope
5417024;recipe_mod_RadiumRifle_SCOPE_shortscope_NV_Base;Plan: Radium Rifle Short NV Scope
5973312;recipe_mod_melee_Knife_Dagger_Radstag;Plan: Radstag Hunting Knife
5249235;recipe_mod_PowerArmor_Raider_Torso_Misc_Cleanser;Plan: Raider Blood Cleanser
5249230;recipe_mod_PowerArmor_Raider_Leg_Misc_Carry;Plan: Raider Calibrated Shocks
5249231;recipe_mod_PowerArmor_Raider_Leg_Misc_ExplVent;Plan: Raider Cooling Vent
5249234;recipe_mod_PowerArmor_Raider_Torso_Misc_BatRegen;Plan: Raider Core Assembly
5249237;recipe_mod_PowerArmor_Raider_Torso_Misc_Emergency;Plan: Raider Emergency Protocols
5249220;POST_recipe_mod_PowerArmor_Raider_Helmet_Headlamp;Plan: Raider Headlamp
5249221;POST_recipe_mod_PowerArmor_Raider_Helmet_Headlamp_Blue;Plan: Raider Headlamp Blue
5249222;POST_recipe_mod_PowerArmor_Raider_Helmet_Headlamp_Bright;Plan: Raider Headlamp Bright
5249223;POST_recipe_mod_PowerArmor_Raider_Helmet_Headlamp_Purple;Plan: Raider Headlamp Purple
5249224;POST_recipe_mod_PowerArmor_Raider_Helmet_Headlamp_RedTactical;Plan: Raider Headlamp Red Tactical
5249225;POST_recipe_mod_PowerArmor_Raider_Helmet_Headlamp_VaultBoy;Plan: Raider Headlamp Vault Boy
5249219;recipe_mod_PowerArmor_Raider_Arm_Misc_Unarmed;Plan: Raider Hydraulic Bracers
5249227;recipe_mod_PowerArmor_Raider_Helmet_Misc_Int;Plan: Raider Internal Database
5615361;recipe_mod_PowerArmor_Raider_Torso_Misc_JetPack;Plan: Raider Jet Pack
5249238;recipe_mod_PowerArmor_Raider_Torso_Misc_Kinetic;Plan: Raider Kinetic Dynamo
5249229;recipe_mod_PowerArmor_Raider_Leg_Misc_APRegen;Plan: Raider Kinetic Servos
4419608;recipe_Armor_Raider_Underarmor_RaiderLeathers;Plan: Raider Leathers
5249239;recipe_mod_PowerArmor_Raider_Torso_Misc_MedicPump;Plan: Raider Medic Pump
5249241;recipe_mod_PowerArmor_Raider_Torso_Misc_Str;Plan: Raider Motion-Assist Servos
5249218;recipe_mod_PowerArmor_Raider_Arm_Misc_Optimized;Plan: Raider Optimized Bracers
5249232;recipe_mod_PowerArmor_Raider_Leg_Misc_OptimizedServos;Plan: Raider Optimized Servos
5249233;recipe_mod_PowerArmor_Raider_Leg_Misc_SprintBoost;Plan: Raider Overdrive Servos
5249168;recipe_Armor_PowerArmor_Raider_Torso;Plan: Raider Power Chest Piece
5249165;recipe_Armor_PowerArmor_Raider_Helmet;Plan: Raider Power Helm
5249163;recipe_Armor_PowerArmor_Raider_ArmLeft;Plan: Raider Power Left Arm
5249166;recipe_Armor_PowerArmor_Raider_LegLeft;Plan: Raider Power Left Leg
5249164;recipe_Armor_PowerArmor_Raider_ArmRight;Plan: Raider Power Right Arm
5249167;recipe_Armor_PowerArmor_Raider_LegRight;Plan: Raider Power Right Leg
5249240;recipe_mod_PowerArmor_Raider_Torso_Misc_Reactive;Plan: Raider Reactive Plates
5249217;recipe_mod_PowerArmor_Raider_Arm_Misc_Bleed;Plan: Raider Rusty Knuckles
5249228;recipe_mod_PowerArmor_Raider_Helmet_Misc_Sensor;Plan: Raider Sensor Array
5249226;recipe_mod_PowerArmor_Raider_Helmet_Misc_DetectLife;Plan: Raider Targeting HUD
5249242;recipe_mod_PowerArmor_Raider_Torso_Misc_Tesla;Plan: Raider Tesla Coils
5249236;recipe_mod_PowerArmor_Raider_Torso_Misc_DMGShield;Plan: Raider Welded Rebar
5417025;recipe_mod_RailwayRifle_Receiver_Automatic1;Plan: Railway Automatic Piston Receiver
4419603;Recipe_Weapon_Ranged_RailwayRifle;Plan: Railway Rifle
5417026;recipe_mod_RailwayRifle_Scope_ScopeLong_NV;Plan: Railway Rifle Long NV Scope
5417027;recipe_mod_RailwayRifle_Scope_ScopeMedium_NV;Plan: Railway Rifle Medium NV Scope
5416600;recipe_mod_RailwayRifle_Scope_ScopeShort_NV;Plan: Railway Rifle Short NV Scope
4629421;zzz_Recipe_Backpack_Material_Red;Plan: Red Backpack Material
6197498;Recipe_Workshop_Ceiling_Light_Truck;Plan: Red Truck Ceiling Light
5194465;Recipe_Weapon_Melee_GrognaksAxe;Plan: Replica Grognak's Axe
4030360;recipe_mod_armor_UnderArmor_BOS_Mk3;Plan: Resistant Lining BoS Underarmor
4030362;recipe_mod_armor_UnderArmor_Casual_Mk3;Plan: Resistant Lining Casual Underarmor
4030369;recipe_mod_armor_UnderArmor_Marine_Mk3;Plan: Resistant Lining Marine Underarmor
4030364;recipe_mod_armor_UnderArmor_Enclave_Mk3;Plan: Resistant Lining Operative Underarmor
4030371;recipe_mod_armor_UnderArmor_Raider_Mk3;Plan: Resistant Lining Raider Underarmor
6053408;recipe_mod_armor_UnderArmor_SecretService_Mk3;Plan: Resistant Lining Secret Service Underarmor
4023528;Recipe_Workshop_Benches_Wood_Whitesprings;Plan: Resort Bench
3970272;Recipe_Workshop_Chairs_Chairs_Metal_Whitespring;Plan: Resort Chairs
3970284;Recipe_Workshop_Chairs_Chairs_Padded_Whitespring;Plan: Resort Cloth Chairs
4023563;Recipe_Workshop_Couches_Whitespring;Plan: Resort Couches
5145892;Recipe_Workshop_Lights_Whitespring_Lamps;Plan: Resort Lamps
5145867;Recipe_Workshop_WallDecor_Whitespring_Mirror;Plan: Resort Mirror
3970289;Recipe_Workshop_WallDecor_WallPaintings_Whitespring;Plan: Resort Paintings
5145886;Recipe_Workshop_FloorDecor_Whitespring_Planters;Plan: Resort Planters
4023556;Recipe_Workshop_WallDecor_SignsMetal_Whitespring;Plan: Resort Sign
5145884;Recipe_Workshop_Tables_Whitespring_Tables;Plan: Resort Tables
5145888;Recipe_Workshop_Containers_Whitespring_Trashcan;Plan: Resort Trashcan
5145894;Recipe_Workshop_FloorDecor_Whitespring_Vases;Plan: Resort Vases
5158721;Recipe_Weapon_Melee_RevolutionarySword;Plan: Revolutionary War Sword
5195653;Recipe_Weapon_Ranged_Revolver;Plan: Revolver
5194467;Recipe_Weapon_Melee_Ripper;Plan: Ripper
2835029;recipe_mod_melee_Ripper_BladesLarge;Plan: Ripper Extended Blade
4419609;recipe_Armor_Raider_Underarmor_RoadLeathers;Plan: Road Leathers
4419580;Recipe_Weapon_Melee_RollingPin;Plan: Rolling Pin
5145913;Recipe_Workshop_FloorDecor_Rugs_Rug01;Plan: Rug
5145915;Recipe_Workshop_FloorDecor_Rugs_Rugs02;Plan: Rug Set 2
6292054;Recipe_Workshop_WallDecor_RustEagleBanner;Plan: Rust Eagle Banner
3963894;Recipe_Workshop_Tables_Primitive_LivingRoom;Plan: Rustic Tables
5951391;Recipe_Backpack_Standard_Material_Safari_Crocolossus;Plan: Safari Crocolossus Backpack
5951392;Recipe_Backpack_Standard_Material_Safari_Gorilla;Plan: Safari Gorilla Backpack
4023585;Recipe_Workshop_Container_Prewar_Safe;Plan: Safe
4023560;Recipe_Workshop_WallDecor_Posters_VaultSafety;Plan: Safety Posters
5581017;recipe_mod_melee_MeatTenderizer_Salted;Plan: Salty Tenderizer Mod
5884658;Recipe_Workshop_WallDecor_SantaCrash;Plan: Santa Crash
5311352;BoSR02_Recipe_ScanningModule;Plan: Scanning Module
5145925;Recipe_Workshop_FloorDecor_Statues_Scarecrows;Plan: Scarecrows
6098701;Recipe_Workshop_Power_Generator_SolarPanels;Plan: Scavenged Solar Panel
5152717;Recipe_Workshop_Resources_ScavengingStation;Plan: Scavenging Station
6279309;Recipe_Workshop_WallDecor_ScienceChalkboards;Plan: Science Chalkboards
6385899;Recipe_Workshop_FloorDecor_Plushie_ScorchbeastQueen;Plan: Scorchbeast Queen Plushie
6274946;Recipe_Workshop_ScorchedTube;Plan: Scorched Tube
5903745;W05_Recipe_mod_armor_SecretService_Lining_LimbArm_ReducedPowerAttack_GoldVendor;Plan: Secret Service Aerodynamic Armor Arms
5903753;W05_Recipe_mod_armor_SecretService_Lining_Torso_FlameResistance_GoldVendor;Plan: Secret Service Asbestos Lined Armor Torso
5903759;W05_Recipe_mod_armor_SecretService_Lining_Torso_Mesh_BioComm_GoldVendor;Plan: Secret Service BioCommMesh Armor Torso
5903743;W05_Recipe_mod_armor_SecretService_Lining_LimbArm_BetterBlocking_GoldVendor;Plan: Secret Service Braced Armor Arms
5903747;W05_Recipe_mod_armor_SecretService_Lining_LimbArm_Brawler_GoldVendor;Plan: Secret Service Brawling Armor Arms
5903738;W05_Recipe_mod_armor_SecretService_Arm_Material_4_GoldVendor;Plan: Secret Service Buttressed Armor Arms
5903742;W05_Recipe_mod_armor_SecretService_Leg_Material_4_GoldVendor;Plan: Secret Service Buttressed Armor Legs
5903764;W05_Recipe_mod_armor_SecretService_Torso_Material_4_GoldVendor;Plan: Secret Service Buttressed Armor Torso
5804891;W05_Recipe_Armor_SecretService_Torso_GoldVendor;Plan: Secret Service Chest Piece
5903748;W05_Recipe_mod_armor_SecretService_Lining_LimbLeg_ReducedFallingDamage_GoldVendor;Plan: Secret Service Cushioned Armor Legs
5903749;W05_Recipe_mod_armor_SecretService_Lining_LimbLeg_ReducedSprint_GoldVendor;Plan: Secret Service Custom Fitted Armor Legs
6078151;W05_Recipe_mod_armor_SecretService_Lining_Limb_ImprovedCarryCapacity2_GoldVendor;Plan: Secret Service Deep Pocketed Armor Limb
5903754;W05_Recipe_mod_armor_SecretService_Lining_Torso_ImprovedCarryCapacity2_GoldVendor;Plan: Secret Service Deep Pocketed Armor Torso
5903752;W05_Recipe_mod_armor_SecretService_Lining_Torso_Explosion2_GoldVendor;Plan: Secret Service Dense Armor Torso
5903737;W05_Recipe_mod_armor_SecretService_Arm_Material_3_GoldVendor;Plan: Secret Service Hardened Armor Arms
5903741;W05_Recipe_mod_armor_SecretService_Leg_Material_3_GoldVendor;Plan: Secret Service Hardened Armor Legs
5903763;W05_Recipe_mod_armor_SecretService_Torso_Material_3_GoldVendor;Plan: Secret Service Hardened Armor Torso
5805595;W05_Recipe_Armor_SecretService_Helmet_GoldVendor;Plan: Secret Service Helmet
5903765;W05_Recipe_mod_armor_SecretService_Torso_Jetpack_GoldVendor;Plan: Secret Service Jet Pack Armor
5903760;W05_Recipe_mod_armor_SecretService_Lining_Torso_Mesh_ResistanceRadiation_GoldVendor;Plan: Secret Service Lead Lined Armor Torso
5887299;W05_Recipe_Armor_SecretService_ArmLeft_GoldVendor;Plan: Secret Service Left Arm
5887301;W05_Recipe_Armor_SecretService_LegLeft_GoldVendor;Plan: Secret Service Left Leg
5903757;W05_Recipe_mod_armor_SecretService_Lining_Torso_Lighter_GoldVendor;Plan: Secret Service Lighter Build Armor Torso
5903751;W05_Recipe_mod_armor_SecretService_Lining_Torso_Explosion1_GoldVendor;Plan: Secret Service Padded Armor Torso
5903756;W05_Recipe_mod_armor_SecretService_Lining_Torso_LessStagger_GoldVendor;Plan: Secret Service Pneumatic Armor Torso
6078150;W05_Recipe_mod_armor_SecretService_Lining_Limb_ImprovedCarryCapacity_GoldVendor;Plan: Secret Service Pocketed Armor Limb
5903755;W05_Recipe_mod_armor_SecretService_Lining_Torso_ImprovedCarryCapacity_GoldVendor;Plan: Secret Service Pocketed Armor Torso
5887300;W05_Recipe_Armor_SecretService_ArmRight_GoldVendor;Plan: Secret Service Right Arm
5887302;W05_Recipe_Armor_SecretService_LegRight_GoldVendor;Plan: Secret Service Right Leg
5903750;W05_Recipe_mod_armor_SecretService_Lining_LimbLeg_StealthMove_GoldVendor;Plan: Secret Service Sleek Armor Legs
5903746;W05_Recipe_mod_armor_SecretService_Lining_LimbArm_Stabilized_GoldVendor;Plan: Secret Service Stabilized Armor Arms
5903736;W05_Recipe_mod_armor_SecretService_Arm_Material_2_GoldVendor;Plan: Secret Service Tempered Armor Arms
5903740;W05_Recipe_mod_armor_SecretService_Leg_Material_2_GoldVendor;Plan: Secret Service Tempered Armor Legs
5903762;W05_Recipe_mod_armor_SecretService_Torso_Material_2_GoldVendor;Plan: Secret Service Tempered Armor Torso
5903758;W05_Recipe_mod_armor_SecretService_Lining_Torso_Lighter2_GoldVendor;Plan: Secret Service Ultra-Light Build Armor Torso
5887298;W05_Recipe_Armor_Underarmor_SecretService_Uniform_GoldVendor;Plan: Secret Service Underarmor
5903744;W05_Recipe_mod_armor_SecretService_Lining_LimbArm_IgnoreArmor_GoldVendor;Plan: Secret Service Weighted Armor Arms
5903735;W05_Recipe_mod_armor_SecretService_Arm_Material_1_GoldVendor;Plan: Secret Service Welded Armor Arms
5903739;W05_Recipe_mod_armor_SecretService_Leg_Material_1_GoldVendor;Plan: Secret Service Welded Armor Legs
5903761;W05_Recipe_mod_armor_SecretService_Torso_Material_1_GoldVendor;Plan: Secret Service Welded Armor Torso
157860;recipe_mod_armor_Combat_Arm_Material_Shadowed;Plan: Shadowed Combat Armor Arms
137487;recipe_mod_armor_Combat_Torso_Material_Shadowed;Plan: Shadowed Combat Armor Chest
157832;recipe_mod_armor_Combat_Leg_Material_Shadowed;Plan: Shadowed Combat Armor Legs
218768;recipe_mod_armor_Leather_Arm_Material_Shadowed;Plan: Shadowed Leather Armor Arm
197971;recipe_mod_armor_Leather_Torso_Material_Shadowed;Plan: Shadowed Leather Armor Chest
218769;recipe_mod_armor_Leather_Leg_Material_Shadowed;Plan: Shadowed Leather Armor Legs
194027;recipe_mod_armor_Metal_Arm_Material_Shadowed;Plan: Shadowed Metal Armor Arms
158239;recipe_mod_armor_Metal_Torso_Material_Shadowed;Plan: Shadowed Metal Armor Chest
194028;recipe_mod_armor_Metal_Leg_Material_Shadowed;Plan: Shadowed Metal Armor Legs
137397;recipe_mod_armor_Robot_Arm_Material_Shadowed;Plan: Shadowed Robot Armor Arms
114482;recipe_mod_armor_Robot_Torso_Material_Shadowed;Plan: Shadowed Robot Armor Chest
114504;recipe_mod_armor_Robot_Leg_Material_Shadowed;Plan: Shadowed Robot Armor Legs
4582493;Recipe_Weapon_Melee_SheepsquatchClub;Plan: Sheepsquatch Club
4329500;Recipe_Weapon_Thrown_SheepsquatchShard;Plan: Sheepsquatch Shard
4582494;Recipe_Weapon_Melee_SheepsquatchStaff;Plan: Sheepsquatch Staff
4582462;Recipe_Weapon_Melee_ShepherdsCrook;Plan: Shepherd's Crook
4023623;recipe_mod_armor_UnderArmor_BOS_Mk5;Plan: Shielded Lining BoS Underarmor
4023625;recipe_mod_armor_UnderArmor_Casual_Mk5;Plan: Shielded Lining Casual Underarmor
4023627;recipe_mod_armor_UnderArmor_Marine_Mk5;Plan: Shielded Lining Marine Underarmor
4030366;recipe_mod_armor_UnderArmor_Enclave_Mk5;Plan: Shielded Lining Operative Underarmor
4023629;recipe_mod_armor_UnderArmor_Raider_Mk5;Plan: Shielded Lining Raider Underarmor
6053407;recipe_mod_armor_UnderArmor_SecretService_Mk5;Plan: Shielded Lining Secret Service Underarmor
5194468;Recipe_Weapon_Melee_Shishkebab;Plan: Shishkebab
2835119;recipe_mod_melee_Shishkebab_ExtraFlameJets;Plan: Shishkebab Extra Flame Jets
5418908;zzzrecipe_mod_Enclave_PlasmaGun_SCOPE_shortscope_NV_Base;Plan: Short Night Vision Scope
4023520;Recipe_Workshop_Benches_Wood_ChurchPew_Short;Plan: Short Pew
4023526;Recipe_Workshop_Benches_Wood_Primitive_Short;Plan: Short Rustic Bench
4022644;Recipe_mod_armor_Wood_Shrouded;Plan: Shrouded Wood Armor Mod
4419581;Recipe_Weapon_Melee_Sickle;Plan: Sickle
5152703;Recipe_Workshop_Lights_SignsAndLetters;Plan: Signs and Letters
4023514;Recipe_Workshop_Benches_Wood_Simple_Long;Plan: Simple Long Bench
5130331;Recipe_Workshop_Bed_CharGen_Bed01;Plan: Simple Modern Bed
4023516;Recipe_Workshop_Benches_Wood_Simple_Short;Plan: Simple Short Bench
4023549;Recipe_Workshop_Shelves_GroceryStore_OneSided;Plan: Single Display Shelf
5195628;Recipe_Weapon_Ranged_SingleActionRevolver;Plan: Single-Action Revolver
5416601;recipe_mod_SingleActionRevolver_Grip_Better1;Plan: Single-Action Revolver Ivory Grip
4023606;Recipe_Workshop_DefensiveStructures_Siren;Plan: Siren
5963246;Recipe_Workshop_FloorDecor_Taxidermy_Gorilla_Sitting;Plan: Sitting Gorilla
3807113;recipe_Clothes_HalloweenCostume02_Skeleton;Plan: Skeleton Costume
4419582;Recipe_Weapon_Melee_SkiSword;Plan: Ski Sword
2835110;recipe_mod_melee_SkiSword_SkateBlade;Plan: Ski Sword Skate Blade
3807117;recipe_Clothes_SkiingPurpleAndWhiteOutfit;Plan: Skiing Outfit
4419583;Recipe_Weapon_Melee_Sledgehammer;Plan: Sledge Hammer
2835113;recipe_DLC04_mod_melee_Sledgehammer_ExtraHeavyHead_Rocket_Blades_Heated;Plan: Sledgehammer Heavy Searing Sharp Rocket
2835112;recipe_DLC04_mod_melee_Sledgehammer_ExtraHeavyHead_Rocket_Blades;Plan: Sledgehammer Heavy Sharp Rocket
2835111;recipe_DLC04_mod_melee_Sledgehammer_ExtraHeavyHead_Rocket_Spikes;Plan: Sledgehammer Heavy Spiked Rocket
5652600;Recipe_Armor_Backpack_Small;Plan: Small Backpack
5152711;Recipe_Workshop_WallDecor_Signs_SmallLetters;Plan: Small Letters Set
6388310;Recipe_Workshop_FloorDecor_Statue_Small_Posed_VaultGirl;Plan: Small Vault Girl Statue
5145836;POST_Recipe_Tinkers_GrenadeFragSmart;Plan: Smart Frag Grenade
4620224;Recipe_Weapon_Thrown_SmokeGrenade;Plan: Smoke Grenade
6385900;Recipe_Workshop_FloorDecor_Plushie_Snallygaster;Plan: Snallygaster Plushie
5580768;Recipe_Armor_EnclaveScoutUniform_Torso_Set_V94_Solar_GoldVendor;Plan: Solar Armor Chest Piece
5580764;Recipe_Armor_EnclaveScoutUniform_ArmLeft_Set_V94_Solar_GoldVendor;Plan: Solar Armor Left Arm
5580766;Recipe_Armor_EnclaveScoutUniform_LegLeft_Set_V94_Solar_GoldVendor;Plan: Solar Armor Left Leg
5588562;Recipe_Armor_EnclaveScoutUniform_ArmRight_Set_V94_Solar_GoldVendor;Plan: Solar Armor Right Arm
5588564;Recipe_Armor_EnclaveScoutUniform_LegRight_Set_V94_Solar_GoldVendor;Plan: Solar Armor Right Leg
6327019;SCORE_Recipe_workshop_CAMP_Ally_SolomonHardy_GoldVendor;Plan: Solomon Hardy
5805600;zzz_Recipe_Tinkers_SoundmakerGrenade;Plan: Soundmaker
5156589;Recipe_Weapon_Melee_Spear;Plan: Spear
6331910;SCORE_Recipe_workshop_CAMP_Utility_SpeedBag_GoldVendor;Plan: Speed Bag
5581015;recipe_mod_melee_MeatTenderizer_Heated;Plan: Spicy Tenderizer Mod
4419650;CUT_recipe_mod_PaddleBall_Spikes;Plan: Spiked Paddle Ball
4582460;recipe_mod_melee_ShepherdsCrook_Spiked;Plan: Spiked Shepherd's Crook
2835106;recipe_mod_melee_WalkingCane_Spikes;Plan: Spiked Walking Cane
4023551;Recipe_Workshop_Shelves_MagazineRackContainer01;Plan: Spinning Rack
4641444;recipe_Clothes_SpyOutfit;Plan: Spy Outfit
4629356;Recipe_Armor_Backpack_Standard;Plan: Standard Backpack
5953926;Recipe_Workshop_FloorDecor_Taxidermy_Gorilla_Standing;Plan: Standing Gorilla
4023541;Recipe_Workshop_WallDecor_WallClocks_Starburst;Plan: Starburst Clock
4152988;Recipe_Chem_StimGas;Plan: Stimpak Diffuser
5139688;Recipe_Workshop_Benches_Stone;Plan: Stone Benches
5145921;Recipe_Workshop_FloorDecor_Statues_Fountain01;Plan: Stone Fountain
5584379;Recipe_Armor_PowerArmor_Ultracite_Set_V94_Torso_GoldVendor;Plan: Strangler Heart Chest Piece
5585898;Recipe_Armor_PowerArmor_Ultracite_Set_V94_Helmet_GoldVendor;Plan: Strangler Heart Helmet
5584377;Recipe_Armor_PowerArmor_Ultracite_Set_V94_ArmLeft_GoldVendor;Plan: Strangler Heart Left Arm
5584378;Recipe_Armor_PowerArmor_Ultracite_Set_V94_LegLeft_GoldVendor;Plan: Strangler Heart Left Leg
5585899;Recipe_Armor_PowerArmor_Ultracite_Set_V94_ArmRight_GoldVendor;Plan: Strangler Heart Right Arm
5585900;Recipe_Armor_PowerArmor_Ultracite_Set_V94_LegRight_GoldVendor;Plan: Strangler Heart Right Leg
5152701;Recipe_Workshop_Lights_StreetLamps;Plan: Street Lights
143903;recipe_mod_armor_Combat_Lining_Limb_ResistanceLimbDamage;Plan: Strengthened Combat Armor Limbs
217957;recipe_mod_armor_Leather_Lining_Limb_ResistanceLimbDamage;Plan: Strengthened Leather Armor Limbs
137412;recipe_DLC03_mod_armor_Marine_Lining_Limb_ResistanceLimbDamage;Plan: Strengthened Marine Armor Limbs
